,0,1,2,3,4,5,6,Year,Stock
10,NON-CURRENT LIABILITIES,,,,,,,2021,britanniaindustries
11,Long Term Borrowings,1551.80,706.99,747.75,766.06,61.92,,2021,britanniaindustries
12,Deferred Tax Liabilities [Net],1.87,0.81,8.69,12.69,3.87,,2021,britanniaindustries
13,Other Long Term Liabilities,74.51,66.40,54.07,46.54,27.24,,2021,britanniaindustries
14,Long Term Provisions,25.64,0.00,0.00,0.00,11.45,,2021,britanniaindustries
15,Total Non-Current Liabilities,1653.82,774.20,810.51,825.29,104.48,,2021,britanniaindustries
16,CURRENT LIABILITIES,,,,,,,2021,britanniaindustries
17,Short Term Borrowings,1428.71,1758.55,1339.42,747.99,76.10,,2021,britanniaindustries
18,Trade Payables,1448.81,1285.22,1314.75,1047.00,1140.51,,2021,britanniaindustries
19,Other Current Liabilities,743.49,626.85,572.63,509.77,438.29,,2021,britanniaindustries
20,Short Term Provisions,513.39,485.11,387.47,273.70,196.51,,2021,britanniaindustries
21,Total Current Liabilities,4134.40,4155.73,3614.27,2578.46,1851.41,,2021,britanniaindustries
22,Total Capital And Liabilities,9352.72,7515.53,8008.78,7842.23,6241.82,,2021,britanniaindustries
23,ASSETS,,,,,,,2021,britanniaindustries
24,NON-CURRENT ASSETS,,,,,,,2021,britanniaindustries
25,Tangible Assets,2512.82,1598.00,1648.51,1730.84,1550.31,,2021,britanniaindustries
26,Intangible Assets,14.24,15.60,8.54,8.37,7.62,,2021,britanniaindustries
27,Capital Work-In-Progress,105.00,535.68,116.52,39.55,101.24,,2021,britanniaindustries
28,Fixed Assets,2632.06,2149.28,1773.57,1778.76,1659.17,,2021,britanniaindustries
29,Non-Current Investments,1523.25,928.64,1387.44,1884.46,726.40,,2021,britanniaindustries
30,Deferred Tax Assets [Net],43.64,44.93,9.66,19.56,13.75,,2021,britanniaindustries
31,Long Term Loans And Advances,150.00,100.00,74.58,202.95,19.02,,2021,britanniaindustries
32,Other Non-Current Assets,129.38,182.65,207.95,142.56,166.77,,2021,britanniaindustries
33,Total Non-Current Assets,4606.49,3545.11,3589.10,4167.26,2715.48,,2021,britanniaindustries
34,CURRENT ASSETS,,,,,,,2021,britanniaindustries
35,Current Investments,1800.99,833.73,1393.25,1008.77,749.88,,2021,britanniaindustries
36,Inventories,1193.26,1367.49,1091.49,740.96,781.38,,2021,britanniaindustries
37,Trade Receivables,328.94,331.93,257.27,320.36,394.24,,2021,britanniaindustries
38,Cash And Cash Equivalents,197.98,184.90,211.34,122.85,109.82,,2021,britanniaindustries
39,Short Term Loans And Advances,560.00,698.00,946.56,1110.11,1203.92,,2021,britanniaindustries
40,OtherCurrentAssets,665.06,554.37,519.77,371.92,287.10,,2021,britanniaindustries
41,Total Current Assets,4746.23,3970.42,4419.68,3674.97,3526.34,,2021,britanniaindustries
42,Total Assets,9352.72,7515.53,8008.78,7842.23,6241.82,,2021,britanniaindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2021,britanniaindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2021,britanniaindustries
45,Contingent Liabilities,450.31,625.21,584.33,277.65,287.84,,2021,britanniaindustries
46,BONUS DETAILS,,,,,,,2021,britanniaindustries
47,Bonus Equity Share Capital,21.94,21.94,21.94,21.94,21.94,,2021,britanniaindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2021,britanniaindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,britanniaindustries
50,Non-Current Investments Unquoted Book Value,1028.09,926.55,1385.15,1882.98,725.36,,2021,britanniaindustries
51,CURRENT INVESTMENTS,,,,,,,2021,britanniaindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,britanniaindustries
53,Current Investments Unquoted Book Value,1800.99,833.73,1393.25,1008.77,749.88,,2021,britanniaindustries
0,Balance Sheet of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,britanniaindustries
2,EQUITIES AND LIABILITIES,,,,,,,2022,britanniaindustries
3,SHAREHOLDER'S FUNDS,,,,,,,2022,britanniaindustries
4,Equity Share Capital,24.09,24.09,24.09,24.05,24.03,,2022,britanniaindustries
5,Total Share Capital,24.09,24.09,24.09,24.05,24.03,,2022,britanniaindustries
6,Reserves and Surplus,3510.18,2534.01,3495.47,4344.37,4209.29,,2022,britanniaindustries
7,Total Reserves and Surplus,3510.18,2534.01,3495.47,4344.37,4209.29,,2022,britanniaindustries
8,Total Shareholders Funds,3534.27,2558.10,3547.66,4402.83,4253.25,,2022,britanniaindustries
9,Minority Interest,30.23,27.50,36.34,35.65,32.68,,2022,britanniaindustries
10,NON-CURRENT LIABILITIES,,,,,,,2022,britanniaindustries
11,Long Term Borrowings,1551.80,706.99,747.75,766.06,61.92,,2022,britanniaindustries
12,Deferred Tax Liabilities [Net],1.87,0.81,8.69,12.69,3.87,,2022,britanniaindustries
13,Other Long Term Liabilities,74.51,66.40,54.07,46.54,27.24,,2022,britanniaindustries
14,Long Term Provisions,25.64,0.00,0.00,0.00,11.45,,2022,britanniaindustries
15,Total Non-Current Liabilities,1653.82,774.20,810.51,825.29,104.48,,2022,britanniaindustries
16,CURRENT LIABILITIES,,,,,,,2022,britanniaindustries
17,Short Term Borrowings,1428.71,1758.55,1339.42,747.99,76.10,,2022,britanniaindustries
18,Trade Payables,1448.81,1285.22,1314.75,1047.00,1140.51,,2022,britanniaindustries
19,Other Current Liabilities,743.49,626.85,572.63,509.77,438.29,,2022,britanniaindustries
20,Short Term Provisions,513.39,485.11,387.47,273.70,196.51,,2022,britanniaindustries
21,Total Current Liabilities,4134.40,4155.73,3614.27,2578.46,1851.41,,2022,britanniaindustries
22,Total Capital And Liabilities,9352.72,7515.53,8008.78,7842.23,6241.82,,2022,britanniaindustries
23,ASSETS,,,,,,,2022,britanniaindustries
24,NON-CURRENT ASSETS,,,,,,,2022,britanniaindustries
25,Tangible Assets,2512.82,1598.00,1648.51,1730.84,1550.31,,2022,britanniaindustries
26,Intangible Assets,14.24,15.60,8.54,8.37,7.62,,2022,britanniaindustries
27,Capital Work-In-Progress,105.00,535.68,116.52,39.55,101.24,,2022,britanniaindustries
28,Fixed Assets,2632.06,2149.28,1773.57,1778.76,1659.17,,2022,britanniaindustries
29,Non-Current Investments,1523.25,928.64,1387.44,1884.46,726.40,,2022,britanniaindustries
30,Deferred Tax Assets [Net],43.64,44.93,9.66,19.56,13.75,,2022,britanniaindustries
31,Long Term Loans And Advances,150.00,100.00,74.58,202.95,19.02,,2022,britanniaindustries
32,Other Non-Current Assets,129.38,182.65,207.95,142.56,166.77,,2022,britanniaindustries
33,Total Non-Current Assets,4606.49,3545.11,3589.10,4167.26,2715.48,,2022,britanniaindustries
34,CURRENT ASSETS,,,,,,,2022,britanniaindustries
35,Current Investments,1800.99,833.73,1393.25,1008.77,749.88,,2022,britanniaindustries
36,Inventories,1193.26,1367.49,1091.49,740.96,781.38,,2022,britanniaindustries
37,Trade Receivables,328.94,331.93,257.27,320.36,394.24,,2022,britanniaindustries
38,Cash And Cash Equivalents,197.98,184.90,211.34,122.85,109.82,,2022,britanniaindustries
39,Short Term Loans And Advances,560.00,698.00,946.56,1110.11,1203.92,,2022,britanniaindustries
40,OtherCurrentAssets,665.06,554.37,519.77,371.92,287.10,,2022,britanniaindustries
41,Total Current Assets,4746.23,3970.42,4419.68,3674.97,3526.34,,2022,britanniaindustries
42,Total Assets,9352.72,7515.53,8008.78,7842.23,6241.82,,2022,britanniaindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2022,britanniaindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2022,britanniaindustries
45,Contingent Liabilities,450.31,625.21,584.33,277.65,287.84,,2022,britanniaindustries
46,BONUS DETAILS,,,,,,,2022,britanniaindustries
47,Bonus Equity Share Capital,21.94,21.94,21.94,21.94,21.94,,2022,britanniaindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2022,britanniaindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,britanniaindustries
50,Non-Current Investments Unquoted Book Value,1028.09,926.55,1385.15,1882.98,725.36,,2022,britanniaindustries
51,CURRENT INVESTMENTS,,,,,,,2022,britanniaindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,britanniaindustries
53,Current Investments Unquoted Book Value,1800.99,833.73,1393.25,1008.77,749.88,,2022,britanniaindustries
0,Balance Sheet of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,britanniaindustries
2,EQUITIES AND LIABILITIES,,,,,,,2023,britanniaindustries
3,SHAREHOLDER'S FUNDS,,,,,,,2023,britanniaindustries
4,Equity Share Capital,24.09,24.09,24.09,24.05,24.03,,2023,britanniaindustries
5,Total Share Capital,24.09,24.09,24.09,24.05,24.03,,2023,britanniaindustries
6,Reserves and Surplus,3510.18,2534.01,3495.47,4344.37,4209.29,,2023,britanniaindustries
7,Total Reserves and Surplus,3510.18,2534.01,3495.47,4344.37,4209.29,,2023,britanniaindustries
8,Total Shareholders Funds,3534.27,2558.10,3547.66,4402.83,4253.25,,2023,britanniaindustries
9,Minority Interest,30.23,27.50,36.34,35.65,32.68,,2023,britanniaindustries
10,NON-CURRENT LIABILITIES,,,,,,,2023,britanniaindustries
11,Long Term Borrowings,1551.80,706.99,747.75,766.06,61.92,,2023,britanniaindustries
12,Deferred Tax Liabilities [Net],1.87,0.81,8.69,12.69,3.87,,2023,britanniaindustries
13,Other Long Term Liabilities,74.51,66.40,54.07,46.54,27.24,,2023,britanniaindustries
14,Long Term Provisions,25.64,0.00,0.00,0.00,11.45,,2023,britanniaindustries
15,Total Non-Current Liabilities,1653.82,774.20,810.51,825.29,104.48,,2023,britanniaindustries
16,CURRENT LIABILITIES,,,,,,,2023,britanniaindustries
17,Short Term Borrowings,1428.71,1758.55,1339.42,747.99,76.10,,2023,britanniaindustries
18,Trade Payables,1448.81,1285.22,1314.75,1047.00,1140.51,,2023,britanniaindustries
19,Other Current Liabilities,743.49,626.85,572.63,509.77,438.29,,2023,britanniaindustries
20,Short Term Provisions,513.39,485.11,387.47,273.70,196.51,,2023,britanniaindustries
21,Total Current Liabilities,4134.40,4155.73,3614.27,2578.46,1851.41,,2023,britanniaindustries
22,Total Capital And Liabilities,9352.72,7515.53,8008.78,7842.23,6241.82,,2023,britanniaindustries
23,ASSETS,,,,,,,2023,britanniaindustries
24,NON-CURRENT ASSETS,,,,,,,2023,britanniaindustries
25,Tangible Assets,2512.82,1598.00,1648.51,1730.84,1550.31,,2023,britanniaindustries
26,Intangible Assets,14.24,15.60,8.54,8.37,7.62,,2023,britanniaindustries
27,Capital Work-In-Progress,105.00,535.68,116.52,39.55,101.24,,2023,britanniaindustries
28,Fixed Assets,2632.06,2149.28,1773.57,1778.76,1659.17,,2023,britanniaindustries
29,Non-Current Investments,1523.25,928.64,1387.44,1884.46,726.40,,2023,britanniaindustries
30,Deferred Tax Assets [Net],43.64,44.93,9.66,19.56,13.75,,2023,britanniaindustries
31,Long Term Loans And Advances,150.00,100.00,74.58,202.95,19.02,,2023,britanniaindustries
32,Other Non-Current Assets,129.38,182.65,207.95,142.56,166.77,,2023,britanniaindustries
33,Total Non-Current Assets,4606.49,3545.11,3589.10,4167.26,2715.48,,2023,britanniaindustries
34,CURRENT ASSETS,,,,,,,2023,britanniaindustries
35,Current Investments,1800.99,833.73,1393.25,1008.77,749.88,,2023,britanniaindustries
36,Inventories,1193.26,1367.49,1091.49,740.96,781.38,,2023,britanniaindustries
37,Trade Receivables,328.94,331.93,257.27,320.36,394.24,,2023,britanniaindustries
38,Cash And Cash Equivalents,197.98,184.90,211.34,122.85,109.82,,2023,britanniaindustries
39,Short Term Loans And Advances,560.00,698.00,946.56,1110.11,1203.92,,2023,britanniaindustries
40,OtherCurrentAssets,665.06,554.37,519.77,371.92,287.10,,2023,britanniaindustries
41,Total Current Assets,4746.23,3970.42,4419.68,3674.97,3526.34,,2023,britanniaindustries
42,Total Assets,9352.72,7515.53,8008.78,7842.23,6241.82,,2023,britanniaindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2023,britanniaindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2023,britanniaindustries
45,Contingent Liabilities,450.31,625.21,584.33,277.65,287.84,,2023,britanniaindustries
46,BONUS DETAILS,,,,,,,2023,britanniaindustries
47,Bonus Equity Share Capital,21.94,21.94,21.94,21.94,21.94,,2023,britanniaindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2023,britanniaindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,britanniaindustries
50,Non-Current Investments Unquoted Book Value,1028.09,926.55,1385.15,1882.98,725.36,,2023,britanniaindustries
51,CURRENT INVESTMENTS,,,,,,,2023,britanniaindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,britanniaindustries
53,Current Investments Unquoted Book Value,1800.99,833.73,1393.25,1008.77,749.88,,2023,britanniaindustries
0,Balance Sheet of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,birlasoft
2,EQUITIES AND LIABILITIES,,,,,,,2018,birlasoft
3,SHAREHOLDER'S FUNDS,,,,,,,2018,birlasoft
4,Equity Share Capital,54.97,55.90,55.46,55.34,54.83,,2018,birlasoft
5,Total Share Capital,54.97,55.90,55.46,55.34,54.83,,2018,birlasoft
6,Reserves and Surplus,2393.32,2527.15,2124.43,1837.08,1658.72,,2018,birlasoft
7,Total Reserves and Surplus,2393.32,2527.15,2124.43,1837.08,1658.72,,2018,birlasoft
8,Total Shareholders Funds,2448.29,2583.05,2179.88,1892.42,1713.55,,2018,birlasoft
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2018,birlasoft
10,NON-CURRENT LIABILITIES,,,,,,,2018,birlasoft
11,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,2018,birlasoft
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,2018,birlasoft
13,Other Long Term Liabilities,66.21,91.16,99.88,113.97,5.88,,2018,birlasoft
14,Long Term Provisions,48.74,49.24,80.28,69.53,63.74,,2018,birlasoft
15,Total Non-Current Liabilities,114.95,140.40,180.16,183.50,69.62,,2018,birlasoft
16,CURRENT LIABILITIES,,,,,,,2018,birlasoft
17,Short Term Borrowings,0.00,0.00,0.00,0.00,38.12,,2018,birlasoft
18,Trade Payables,231.28,209.51,131.76,190.37,214.83,,2018,birlasoft
19,Other Current Liabilities,328.85,410.76,478.88,401.56,444.08,,2018,birlasoft
20,Short Term Provisions,63.90,39.63,23.72,19.47,17.40,,2018,birlasoft
21,Total Current Liabilities,624.02,659.89,634.35,611.41,714.42,,2018,birlasoft
22,Total Capital And Liabilities,3187.27,3383.34,2994.44,2687.33,2497.58,,2018,birlasoft
23,ASSETS,,,,,,,2018,birlasoft
24,NON-CURRENT ASSETS,,,,,,,2018,birlasoft
25,Tangible Assets,232.53,258.42,240.01,280.02,144.43,,2018,birlasoft
26,Intangible Assets,13.79,9.36,10.51,16.82,21.76,,2018,birlasoft
27,Capital Work-In-Progress,6.50,1.70,6.55,2.35,0.00,,2018,birlasoft
28,Fixed Assets,252.82,270.61,257.07,299.19,166.18,,2018,birlasoft
29,Non-Current Investments,74.11,54.07,0.00,0.00,0.00,,2018,birlasoft
30,Deferred Tax Assets [Net],117.08,92.01,88.20,120.01,143.26,,2018,birlasoft
31,Long Term Loans And Advances,0.00,0.00,14.39,14.74,10.03,,2018,birlasoft
32,Other Non-Current Assets,83.92,76.58,81.87,110.79,82.69,,2018,birlasoft
33,Total Non-Current Assets,1017.50,950.04,889.16,998.88,824.08,,2018,birlasoft
34,CURRENT ASSETS,,,,,,,2018,birlasoft
35,Current Investments,489.03,786.12,55.32,33.00,190.90,,2018,birlasoft
36,Inventories,0.00,0.00,0.00,0.00,0.00,,2018,birlasoft
37,Trade Receivables,907.12,848.77,518.23,740.19,710.75,,2018,birlasoft
38,Cash And Cash Equivalents,553.49,382.78,1043.00,630.11,377.16,,2018,birlasoft
39,Short Term Loans And Advances,0.00,0.00,3.46,2.14,4.83,,2018,birlasoft
40,OtherCurrentAssets,220.14,415.64,485.29,283.02,389.87,,2018,birlasoft
41,Total Current Assets,2169.77,2433.30,2105.29,1688.45,1673.50,,2018,birlasoft
42,Total Assets,3187.27,3383.34,2994.44,2687.33,2497.58,,2018,birlasoft
43,OTHER ADDITIONAL INFORMATION,,,,,,,2018,birlasoft
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2018,birlasoft
45,Contingent Liabilities,0.00,0.00,165.71,161.10,162.17,,2018,birlasoft
46,BONUS DETAILS,,,,,,,2018,birlasoft
47,Bonus Equity Share Capital,25.24,25.24,25.24,25.24,25.24,,2018,birlasoft
48,NON-CURRENT INVESTMENTS,,,,,,,2018,birlasoft
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2018,birlasoft
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2018,birlasoft
51,CURRENT INVESTMENTS,,,,,,,2018,birlasoft
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,190.90,,2018,birlasoft
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2018,birlasoft
0,Balance Sheet of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,birlasoft
2,EQUITIES AND LIABILITIES,,,,,,,2019,birlasoft
3,SHAREHOLDER'S FUNDS,,,,,,,2019,birlasoft
4,Equity Share Capital,54.97,55.90,55.46,55.34,54.83,,2019,birlasoft
5,Total Share Capital,54.97,55.90,55.46,55.34,54.83,,2019,birlasoft
6,Reserves and Surplus,2393.32,2527.15,2124.43,1837.08,1658.72,,2019,birlasoft
7,Total Reserves and Surplus,2393.32,2527.15,2124.43,1837.08,1658.72,,2019,birlasoft
8,Total Shareholders Funds,2448.29,2583.05,2179.88,1892.42,1713.55,,2019,birlasoft
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
10,NON-CURRENT LIABILITIES,,,,,,,2019,birlasoft
11,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
13,Other Long Term Liabilities,66.21,91.16,99.88,113.97,5.88,,2019,birlasoft
14,Long Term Provisions,48.74,49.24,80.28,69.53,63.74,,2019,birlasoft
15,Total Non-Current Liabilities,114.95,140.40,180.16,183.50,69.62,,2019,birlasoft
16,CURRENT LIABILITIES,,,,,,,2019,birlasoft
17,Short Term Borrowings,0.00,0.00,0.00,0.00,38.12,,2019,birlasoft
18,Trade Payables,231.28,209.51,131.76,190.37,214.83,,2019,birlasoft
19,Other Current Liabilities,328.85,410.76,478.88,401.56,444.08,,2019,birlasoft
20,Short Term Provisions,63.90,39.63,23.72,19.47,17.40,,2019,birlasoft
21,Total Current Liabilities,624.02,659.89,634.35,611.41,714.42,,2019,birlasoft
22,Total Capital And Liabilities,3187.27,3383.34,2994.44,2687.33,2497.58,,2019,birlasoft
23,ASSETS,,,,,,,2019,birlasoft
24,NON-CURRENT ASSETS,,,,,,,2019,birlasoft
25,Tangible Assets,232.53,258.42,240.01,280.02,144.43,,2019,birlasoft
26,Intangible Assets,13.79,9.36,10.51,16.82,21.76,,2019,birlasoft
27,Capital Work-In-Progress,6.50,1.70,6.55,2.35,0.00,,2019,birlasoft
28,Fixed Assets,252.82,270.61,257.07,299.19,166.18,,2019,birlasoft
29,Non-Current Investments,74.11,54.07,0.00,0.00,0.00,,2019,birlasoft
30,Deferred Tax Assets [Net],117.08,92.01,88.20,120.01,143.26,,2019,birlasoft
31,Long Term Loans And Advances,0.00,0.00,14.39,14.74,10.03,,2019,birlasoft
32,Other Non-Current Assets,83.92,76.58,81.87,110.79,82.69,,2019,birlasoft
33,Total Non-Current Assets,1017.50,950.04,889.16,998.88,824.08,,2019,birlasoft
34,CURRENT ASSETS,,,,,,,2019,birlasoft
35,Current Investments,489.03,786.12,55.32,33.00,190.90,,2019,birlasoft
36,Inventories,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
37,Trade Receivables,907.12,848.77,518.23,740.19,710.75,,2019,birlasoft
38,Cash And Cash Equivalents,553.49,382.78,1043.00,630.11,377.16,,2019,birlasoft
39,Short Term Loans And Advances,0.00,0.00,3.46,2.14,4.83,,2019,birlasoft
40,OtherCurrentAssets,220.14,415.64,485.29,283.02,389.87,,2019,birlasoft
41,Total Current Assets,2169.77,2433.30,2105.29,1688.45,1673.50,,2019,birlasoft
42,Total Assets,3187.27,3383.34,2994.44,2687.33,2497.58,,2019,birlasoft
43,OTHER ADDITIONAL INFORMATION,,,,,,,2019,birlasoft
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2019,birlasoft
45,Contingent Liabilities,0.00,0.00,165.71,161.10,162.17,,2019,birlasoft
46,BONUS DETAILS,,,,,,,2019,birlasoft
47,Bonus Equity Share Capital,25.24,25.24,25.24,25.24,25.24,,2019,birlasoft
48,NON-CURRENT INVESTMENTS,,,,,,,2019,birlasoft
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
51,CURRENT INVESTMENTS,,,,,,,2019,birlasoft
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,190.90,,2019,birlasoft
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
