,0,1,2,3,4,5,6,Year,Stock
32,Consolidated Profit/Loss After MI And Associates,331.58,463.64,320.83,224.35,289.47,,2018,birlasoft
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,birlasoft
34,EARNINGS PER SHARE,,,,,,,2018,birlasoft
35,Basic EPS (Rs.),12.00,17.00,12.00,8.00,14.00,,2018,birlasoft
36,Diluted EPS (Rs.),12.00,17.00,11.00,8.00,13.00,,2018,birlasoft
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,birlasoft
38,Equity Share Dividend,124.95,111.08,55.42,82.61,45.66,,2018,birlasoft
39,Tax On Dividend,0.00,0.00,0.00,16.98,9.74,,2018,birlasoft
0,Profit & Loss account of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,birlasoft
2,INCOME,,,,,,,2019,birlasoft
3,Revenue From Operations [Gross],4794.77,4130.35,3555.72,3290.97,2550.67,,2019,birlasoft
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
5,Revenue From Operations [Net],4794.77,4130.35,3555.72,3290.97,2550.67,,2019,birlasoft
6,Total Operating Revenues,4794.77,4130.35,3555.72,3290.97,2550.67,,2019,birlasoft
7,Other Income,22.81,66.20,18.98,42.99,26.06,,2019,birlasoft
8,Total Revenue,4817.58,4196.55,3574.70,3333.96,2576.72,,2019,birlasoft
9,EXPENSES,,,,,,,2019,birlasoft
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
14,Employee Benefit Expenses,2813.06,2368.88,2115.81,1997.54,1535.19,,2019,birlasoft
15,Finance Costs,18.59,13.02,13.04,16.13,10.84,,2019,birlasoft
16,Depreciation And Amortisation Expenses,82.27,76.51,80.37,82.58,49.87,,2019,birlasoft
17,Other Expenses,1461.25,1121.35,910.68,901.51,709.08,,2019,birlasoft
18,Total Expenses,4375.16,3579.75,3119.90,2997.76,2304.99,,2019,birlasoft
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",442.42,616.80,454.80,336.20,271.74,,2019,birlasoft
20,Exceptional Items,0.00,-0.14,0.00,0.00,17.59,,2019,birlasoft
21,Profit/Loss Before Tax,442.42,616.66,454.80,336.20,289.32,,2019,birlasoft
22,Tax Expenses-Continued Operations,,,,,,,2019,birlasoft
23,Current Tax,127.78,152.37,117.30,111.16,74.67,,2019,birlasoft
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
25,Deferred Tax,-16.94,0.66,16.67,0.69,-20.73,,2019,birlasoft
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2019,birlasoft
27,Total Tax Expenses,110.84,153.02,133.97,111.86,53.94,,2019,birlasoft
28,Profit/Loss After Tax And Before ExtraOrdinary Items,331.58,463.64,320.83,224.35,235.39,,2019,birlasoft
29,Profit/Loss From Continuing Operations,331.58,463.64,320.83,224.35,235.39,,2019,birlasoft
30,Profit/Loss For The Period,331.58,463.64,320.83,224.35,292.16,,2019,birlasoft
31,Minority Interest,0.00,0.00,0.00,0.00,-2.69,,2019,birlasoft
32,Consolidated Profit/Loss After MI And Associates,331.58,463.64,320.83,224.35,289.47,,2019,birlasoft
33,OTHER ADDITIONAL INFORMATION,,,,,,,2019,birlasoft
34,EARNINGS PER SHARE,,,,,,,2019,birlasoft
35,Basic EPS (Rs.),12.00,17.00,12.00,8.00,14.00,,2019,birlasoft
36,Diluted EPS (Rs.),12.00,17.00,11.00,8.00,13.00,,2019,birlasoft
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2019,birlasoft
38,Equity Share Dividend,124.95,111.08,55.42,82.61,45.66,,2019,birlasoft
39,Tax On Dividend,0.00,0.00,0.00,16.98,9.74,,2019,birlasoft
0,Profit & Loss account of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,birlasoft
2,INCOME,,,,,,,2020,birlasoft
3,Revenue From Operations [Gross],4794.77,4130.35,3555.72,3290.97,2550.67,,2020,birlasoft
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2020,birlasoft
5,Revenue From Operations [Net],4794.77,4130.35,3555.72,3290.97,2550.67,,2020,birlasoft
6,Total Operating Revenues,4794.77,4130.35,3555.72,3290.97,2550.67,,2020,birlasoft
7,Other Income,22.81,66.20,18.98,42.99,26.06,,2020,birlasoft
8,Total Revenue,4817.58,4196.55,3574.70,3333.96,2576.72,,2020,birlasoft
9,EXPENSES,,,,,,,2020,birlasoft
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2020,birlasoft
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2020,birlasoft
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2020,birlasoft
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,2020,birlasoft
14,Employee Benefit Expenses,2813.06,2368.88,2115.81,1997.54,1535.19,,2020,birlasoft
15,Finance Costs,18.59,13.02,13.04,16.13,10.84,,2020,birlasoft
16,Depreciation And Amortisation Expenses,82.27,76.51,80.37,82.58,49.87,,2020,birlasoft
17,Other Expenses,1461.25,1121.35,910.68,901.51,709.08,,2020,birlasoft
18,Total Expenses,4375.16,3579.75,3119.90,2997.76,2304.99,,2020,birlasoft
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",442.42,616.80,454.80,336.20,271.74,,2020,birlasoft
20,Exceptional Items,0.00,-0.14,0.00,0.00,17.59,,2020,birlasoft
21,Profit/Loss Before Tax,442.42,616.66,454.80,336.20,289.32,,2020,birlasoft
22,Tax Expenses-Continued Operations,,,,,,,2020,birlasoft
23,Current Tax,127.78,152.37,117.30,111.16,74.67,,2020,birlasoft
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2020,birlasoft
25,Deferred Tax,-16.94,0.66,16.67,0.69,-20.73,,2020,birlasoft
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2020,birlasoft
27,Total Tax Expenses,110.84,153.02,133.97,111.86,53.94,,2020,birlasoft
28,Profit/Loss After Tax And Before ExtraOrdinary Items,331.58,463.64,320.83,224.35,235.39,,2020,birlasoft
29,Profit/Loss From Continuing Operations,331.58,463.64,320.83,224.35,235.39,,2020,birlasoft
30,Profit/Loss For The Period,331.58,463.64,320.83,224.35,292.16,,2020,birlasoft
31,Minority Interest,0.00,0.00,0.00,0.00,-2.69,,2020,birlasoft
32,Consolidated Profit/Loss After MI And Associates,331.58,463.64,320.83,224.35,289.47,,2020,birlasoft
33,OTHER ADDITIONAL INFORMATION,,,,,,,2020,birlasoft
34,EARNINGS PER SHARE,,,,,,,2020,birlasoft
35,Basic EPS (Rs.),12.00,17.00,12.00,8.00,14.00,,2020,birlasoft
36,Diluted EPS (Rs.),12.00,17.00,11.00,8.00,13.00,,2020,birlasoft
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2020,birlasoft
38,Equity Share Dividend,124.95,111.08,55.42,82.61,45.66,,2020,birlasoft
39,Tax On Dividend,0.00,0.00,0.00,16.98,9.74,,2020,birlasoft
0,Profit & Loss account of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,birlasoft
2,INCOME,,,,,,,2021,birlasoft
3,Revenue From Operations [Gross],4794.77,4130.35,3555.72,3290.97,2550.67,,2021,birlasoft
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2021,birlasoft
5,Revenue From Operations [Net],4794.77,4130.35,3555.72,3290.97,2550.67,,2021,birlasoft
6,Total Operating Revenues,4794.77,4130.35,3555.72,3290.97,2550.67,,2021,birlasoft
7,Other Income,22.81,66.20,18.98,42.99,26.06,,2021,birlasoft
8,Total Revenue,4817.58,4196.55,3574.70,3333.96,2576.72,,2021,birlasoft
9,EXPENSES,,,,,,,2021,birlasoft
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2021,birlasoft
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2021,birlasoft
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2021,birlasoft
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,2021,birlasoft
14,Employee Benefit Expenses,2813.06,2368.88,2115.81,1997.54,1535.19,,2021,birlasoft
15,Finance Costs,18.59,13.02,13.04,16.13,10.84,,2021,birlasoft
16,Depreciation And Amortisation Expenses,82.27,76.51,80.37,82.58,49.87,,2021,birlasoft
17,Other Expenses,1461.25,1121.35,910.68,901.51,709.08,,2021,birlasoft
18,Total Expenses,4375.16,3579.75,3119.90,2997.76,2304.99,,2021,birlasoft
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",442.42,616.80,454.80,336.20,271.74,,2021,birlasoft
20,Exceptional Items,0.00,-0.14,0.00,0.00,17.59,,2021,birlasoft
21,Profit/Loss Before Tax,442.42,616.66,454.80,336.20,289.32,,2021,birlasoft
22,Tax Expenses-Continued Operations,,,,,,,2021,birlasoft
23,Current Tax,127.78,152.37,117.30,111.16,74.67,,2021,birlasoft
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2021,birlasoft
25,Deferred Tax,-16.94,0.66,16.67,0.69,-20.73,,2021,birlasoft
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2021,birlasoft
27,Total Tax Expenses,110.84,153.02,133.97,111.86,53.94,,2021,birlasoft
28,Profit/Loss After Tax And Before ExtraOrdinary Items,331.58,463.64,320.83,224.35,235.39,,2021,birlasoft
29,Profit/Loss From Continuing Operations,331.58,463.64,320.83,224.35,235.39,,2021,birlasoft
30,Profit/Loss For The Period,331.58,463.64,320.83,224.35,292.16,,2021,birlasoft
31,Minority Interest,0.00,0.00,0.00,0.00,-2.69,,2021,birlasoft
32,Consolidated Profit/Loss After MI And Associates,331.58,463.64,320.83,224.35,289.47,,2021,birlasoft
33,OTHER ADDITIONAL INFORMATION,,,,,,,2021,birlasoft
34,EARNINGS PER SHARE,,,,,,,2021,birlasoft
35,Basic EPS (Rs.),12.00,17.00,12.00,8.00,14.00,,2021,birlasoft
36,Diluted EPS (Rs.),12.00,17.00,11.00,8.00,13.00,,2021,birlasoft
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2021,birlasoft
38,Equity Share Dividend,124.95,111.08,55.42,82.61,45.66,,2021,birlasoft
39,Tax On Dividend,0.00,0.00,0.00,16.98,9.74,,2021,birlasoft
0,Profit & Loss account of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,birlasoft
2,INCOME,,,,,,,2022,birlasoft
3,Revenue From Operations [Gross],4794.77,4130.35,3555.72,3290.97,2550.67,,2022,birlasoft
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2022,birlasoft
5,Revenue From Operations [Net],4794.77,4130.35,3555.72,3290.97,2550.67,,2022,birlasoft
6,Total Operating Revenues,4794.77,4130.35,3555.72,3290.97,2550.67,,2022,birlasoft
7,Other Income,22.81,66.20,18.98,42.99,26.06,,2022,birlasoft
8,Total Revenue,4817.58,4196.55,3574.70,3333.96,2576.72,,2022,birlasoft
9,EXPENSES,,,,,,,2022,birlasoft
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2022,birlasoft
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2022,birlasoft
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2022,birlasoft
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,2022,birlasoft
14,Employee Benefit Expenses,2813.06,2368.88,2115.81,1997.54,1535.19,,2022,birlasoft
15,Finance Costs,18.59,13.02,13.04,16.13,10.84,,2022,birlasoft
16,Depreciation And Amortisation Expenses,82.27,76.51,80.37,82.58,49.87,,2022,birlasoft
17,Other Expenses,1461.25,1121.35,910.68,901.51,709.08,,2022,birlasoft
18,Total Expenses,4375.16,3579.75,3119.90,2997.76,2304.99,,2022,birlasoft
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",442.42,616.80,454.80,336.20,271.74,,2022,birlasoft
20,Exceptional Items,0.00,-0.14,0.00,0.00,17.59,,2022,birlasoft
21,Profit/Loss Before Tax,442.42,616.66,454.80,336.20,289.32,,2022,birlasoft
22,Tax Expenses-Continued Operations,,,,,,,2022,birlasoft
23,Current Tax,127.78,152.37,117.30,111.16,74.67,,2022,birlasoft
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2022,birlasoft
25,Deferred Tax,-16.94,0.66,16.67,0.69,-20.73,,2022,birlasoft
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2022,birlasoft
27,Total Tax Expenses,110.84,153.02,133.97,111.86,53.94,,2022,birlasoft
28,Profit/Loss After Tax And Before ExtraOrdinary Items,331.58,463.64,320.83,224.35,235.39,,2022,birlasoft
29,Profit/Loss From Continuing Operations,331.58,463.64,320.83,224.35,235.39,,2022,birlasoft
30,Profit/Loss For The Period,331.58,463.64,320.83,224.35,292.16,,2022,birlasoft
31,Minority Interest,0.00,0.00,0.00,0.00,-2.69,,2022,birlasoft
32,Consolidated Profit/Loss After MI And Associates,331.58,463.64,320.83,224.35,289.47,,2022,birlasoft
33,OTHER ADDITIONAL INFORMATION,,,,,,,2022,birlasoft
34,EARNINGS PER SHARE,,,,,,,2022,birlasoft
35,Basic EPS (Rs.),12.00,17.00,12.00,8.00,14.00,,2022,birlasoft
36,Diluted EPS (Rs.),12.00,17.00,11.00,8.00,13.00,,2022,birlasoft
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2022,birlasoft
38,Equity Share Dividend,124.95,111.08,55.42,82.61,45.66,,2022,birlasoft
39,Tax On Dividend,0.00,0.00,0.00,16.98,9.74,,2022,birlasoft
0,Profit & Loss account of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,birlasoft
2,INCOME,,,,,,,2023,birlasoft
3,Revenue From Operations [Gross],4794.77,4130.35,3555.72,3290.97,2550.67,,2023,birlasoft
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2023,birlasoft
5,Revenue From Operations [Net],4794.77,4130.35,3555.72,3290.97,2550.67,,2023,birlasoft
6,Total Operating Revenues,4794.77,4130.35,3555.72,3290.97,2550.67,,2023,birlasoft
7,Other Income,22.81,66.20,18.98,42.99,26.06,,2023,birlasoft
8,Total Revenue,4817.58,4196.55,3574.70,3333.96,2576.72,,2023,birlasoft
9,EXPENSES,,,,,,,2023,birlasoft
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2023,birlasoft
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2023,birlasoft
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2023,birlasoft
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,2023,birlasoft
14,Employee Benefit Expenses,2813.06,2368.88,2115.81,1997.54,1535.19,,2023,birlasoft
15,Finance Costs,18.59,13.02,13.04,16.13,10.84,,2023,birlasoft
16,Depreciation And Amortisation Expenses,82.27,76.51,80.37,82.58,49.87,,2023,birlasoft
17,Other Expenses,1461.25,1121.35,910.68,901.51,709.08,,2023,birlasoft
18,Total Expenses,4375.16,3579.75,3119.90,2997.76,2304.99,,2023,birlasoft
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",442.42,616.80,454.80,336.20,271.74,,2023,birlasoft
20,Exceptional Items,0.00,-0.14,0.00,0.00,17.59,,2023,birlasoft
21,Profit/Loss Before Tax,442.42,616.66,454.80,336.20,289.32,,2023,birlasoft
22,Tax Expenses-Continued Operations,,,,,,,2023,birlasoft
23,Current Tax,127.78,152.37,117.30,111.16,74.67,,2023,birlasoft
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2023,birlasoft
25,Deferred Tax,-16.94,0.66,16.67,0.69,-20.73,,2023,birlasoft
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2023,birlasoft
27,Total Tax Expenses,110.84,153.02,133.97,111.86,53.94,,2023,birlasoft
28,Profit/Loss After Tax And Before ExtraOrdinary Items,331.58,463.64,320.83,224.35,235.39,,2023,birlasoft
29,Profit/Loss From Continuing Operations,331.58,463.64,320.83,224.35,235.39,,2023,birlasoft
30,Profit/Loss For The Period,331.58,463.64,320.83,224.35,292.16,,2023,birlasoft
31,Minority Interest,0.00,0.00,0.00,0.00,-2.69,,2023,birlasoft
32,Consolidated Profit/Loss After MI And Associates,331.58,463.64,320.83,224.35,289.47,,2023,birlasoft
33,OTHER ADDITIONAL INFORMATION,,,,,,,2023,birlasoft
34,EARNINGS PER SHARE,,,,,,,2023,birlasoft
35,Basic EPS (Rs.),12.00,17.00,12.00,8.00,14.00,,2023,birlasoft
36,Diluted EPS (Rs.),12.00,17.00,11.00,8.00,13.00,,2023,birlasoft
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2023,birlasoft
38,Equity Share Dividend,124.95,111.08,55.42,82.61,45.66,,2023,birlasoft
39,Tax On Dividend,0.00,0.00,0.00,16.98,9.74,,2023,birlasoft
0,Profit & Loss account of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,chambalfertiliserschemicals
2,INCOME,,,,,,,2018,chambalfertiliserschemicals
3,Revenue From Operations [Gross],27771.45,16067.50,12717.55,12204.66,10177.09,,2018,chambalfertiliserschemicals
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2018,chambalfertiliserschemicals
5,Revenue From Operations [Net],27771.45,16067.50,12717.55,12204.66,10177.09,,2018,chambalfertiliserschemicals
6,Total Operating Revenues,27772.81,16068.83,12719.01,12205.95,10177.36,,2018,chambalfertiliserschemicals
7,Other Income,167.76,68.00,37.35,106.56,82.77,,2018,chambalfertiliserschemicals
8,Total Revenue,27940.57,16136.83,12756.36,12312.51,10260.14,,2018,chambalfertiliserschemicals
9,EXPENSES,,,,,,,2018,chambalfertiliserschemicals
10,Cost Of Materials Consumed,8522.56,5368.53,2924.19,3773.21,2785.63,,2018,chambalfertiliserschemicals
11,Purchase Of Stock-In Trade,9395.60,6561.77,4060.16,2907.44,3806.82,,2018,chambalfertiliserschemicals
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2018,chambalfertiliserschemicals
13,Changes In Inventories Of FGWIP And Stock In Trade,1786.13,-2326.99,353.86,208.66,-510.64,,2018,chambalfertiliserschemicals
14,Employee Benefit Expenses,191.00,180.67,176.41,156.02,166.46,,2018,chambalfertiliserschemicals
15,Finance Costs,320.02,105.93,279.39,502.63,252.54,,2018,chambalfertiliserschemicals
16,Depreciation And Amortisation Expenses,308.29,299.74,289.22,286.86,144.09,,2018,chambalfertiliserschemicals
17,Other Expenses,6058.17,4022.66,2740.94,3258.21,2701.22,,2018,chambalfertiliserschemicals
18,Total Expenses,26581.77,14212.31,10824.17,11093.03,9346.11,,2018,chambalfertiliserschemicals
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1358.80,1924.52,1932.19,1219.48,914.02,,2018,chambalfertiliserschemicals
20,Exceptional Items,0.00,0.00,337.89,105.57,-197.27,,2018,chambalfertiliserschemicals
21,Profit/Loss Before Tax,1358.80,1924.52,2270.08,1325.05,716.75,,2018,chambalfertiliserschemicals
22,Tax Expenses-Continued Operations,,,,,,,2018,chambalfertiliserschemicals
23,Current Tax,208.87,320.17,324.03,194.20,221.86,,2018,chambalfertiliserschemicals
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2018,chambalfertiliserschemicals
25,Deferred Tax,173.67,327.88,282.27,-85.82,38.22,,2018,chambalfertiliserschemicals
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,chambalfertiliserschemicals
27,Total Tax Expenses,382.54,664.84,611.94,101.44,248.58,,2018,chambalfertiliserschemicals
28,Profit/Loss After Tax And Before ExtraOrdinary Items,976.26,1259.68,1658.14,1223.61,468.17,,2018,chambalfertiliserschemicals
29,Profit/Loss From Continuing Operations,976.26,1259.68,1658.14,1223.61,468.17,,2018,chambalfertiliserschemicals
30,Profit/Loss For The Period,976.26,1259.68,1658.14,1222.55,468.17,,2018,chambalfertiliserschemicals
31,Minority Interest,0.43,-0.08,-92.83,0.63,5.37,,2018,chambalfertiliserschemicals
32,Consolidated Profit/Loss After MI And Associates,1034.22,1565.98,1654.76,1226.19,590.21,,2018,chambalfertiliserschemicals
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,chambalfertiliserschemicals
34,EARNINGS PER SHARE,,,,,,,2018,chambalfertiliserschemicals
35,Basic EPS (Rs.),25.00,38.00,40.00,29.00,14.00,,2018,chambalfertiliserschemicals
36,Diluted EPS (Rs.),25.00,38.00,40.00,29.00,14.00,,2018,chambalfertiliserschemicals
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,chambalfertiliserschemicals
38,Equity Share Dividend,312.16,374.58,124.86,301.05,95.34,,2018,chambalfertiliserschemicals
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,2018,chambalfertiliserschemicals
0,Profit & Loss account of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,chambalfertiliserschemicals
2,INCOME,,,,,,,2019,chambalfertiliserschemicals
3,Revenue From Operations [Gross],27771.45,16067.50,12717.55,12204.66,10177.09,,2019,chambalfertiliserschemicals
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2019,chambalfertiliserschemicals
5,Revenue From Operations [Net],27771.45,16067.50,12717.55,12204.66,10177.09,,2019,chambalfertiliserschemicals
6,Total Operating Revenues,27772.81,16068.83,12719.01,12205.95,10177.36,,2019,chambalfertiliserschemicals
7,Other Income,167.76,68.00,37.35,106.56,82.77,,2019,chambalfertiliserschemicals
8,Total Revenue,27940.57,16136.83,12756.36,12312.51,10260.14,,2019,chambalfertiliserschemicals
9,EXPENSES,,,,,,,2019,chambalfertiliserschemicals
10,Cost Of Materials Consumed,8522.56,5368.53,2924.19,3773.21,2785.63,,2019,chambalfertiliserschemicals
11,Purchase Of Stock-In Trade,9395.60,6561.77,4060.16,2907.44,3806.82,,2019,chambalfertiliserschemicals
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2019,chambalfertiliserschemicals
