,0,1,2,3,Stock,4,5,6
40,Diluted EPS.,58.76,73.73,91.98,escortskubota,55.04,55.82,
41,Public Share Holding,,,,escortskubota,,,
42,No Of Shares (Crores),--,--,--,escortskubota,--,--,
43,Share Holding (%),--,--,--,escortskubota,--,--,
44,Promoters and Promoter Group Shareholding,,,,escortskubota,,,
45,a) Pledged/Encumbered,,,,escortskubota,,,
46,- Number of shares (Crores),--,--,--,escortskubota,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,escortskubota,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,escortskubota,--,--,
49,b) Non-encumbered,,,,escortskubota,,,
50,- Number of shares (Crores).,--,--,--,escortskubota,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,escortskubota,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,escortskubota,--,--,
0,Yearly Results of Exide Industries (in Rs. Cr.),Mar '23,Mar '22,Mar '21,exideindustries,Mar '20,Mar '19,
1,Net Sales/Income from operations,15078.16,12789.22,15296.89,exideindustries,14471.01,14720.88,
2,Other Operating Income,--,--,--,exideindustries,--,--,
3,Total Income From Operations,15078.16,12789.22,15296.89,exideindustries,14471.01,14720.88,
4,EXPENDITURE,,,,exideindustries,,,
5,Consumption of Raw Materials,10585.52,8882.49,6645.50,exideindustries,6567.39,7076.22,
6,Purchase of Traded Goods,77.77,63.92,41.77,exideindustries,54.25,52.99,
7,Increase/Decrease in Stocks,-310.00,-269.63,0.13,exideindustries,-219.14,-56.70,
8,Power & Fuel,--,--,--,exideindustries,--,--,
9,Employees Cost,1002.62,906.36,1122.49,exideindustries,1118.93,1034.25,
10,Depreciation,502.12,439.52,433.65,exideindustries,417.58,343.54,
11,Excise Duty,--,--,--,exideindustries,--,--,
12,Admin. And Selling Expenses,--,--,--,exideindustries,--,--,
13,R & D Expenses,--,--,--,exideindustries,--,--,
14,Provisions And Contingencies,--,--,--,exideindustries,--,--,
15,Exp. Capitalised,--,--,--,exideindustries,--,--,
16,Other Expenses,2133.72,1806.15,5906.58,exideindustries,5503.52,5062.66,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1086.41,960.41,1146.77,exideindustries,1028.48,1207.92,
18,Other Income,124.74,62.07,70.45,exideindustries,61.88,39.88,
19,"P/L Before Int., Excpt. Items & Tax",1211.15,1022.48,1217.22,exideindustries,1090.36,1247.80,
20,Interest,73.84,60.93,142.19,exideindustries,96.59,107.08,
21,P/L Before Exceptional Items & Tax,1137.31,961.55,1075.03,exideindustries,993.77,1140.72,
22,Exceptional Items,--,--,--,exideindustries,-21.70,108.29,
23,P/L Before Tax,1137.31,961.55,1075.03,exideindustries,972.07,1249.01,
24,Tax,314.82,266.30,271.29,exideindustries,209.40,401.66,
25,P/L After Tax from Ordinary Activities,822.49,695.25,803.74,exideindustries,762.67,847.35,
26,Prior Year Adjustments,--,--,--,exideindustries,--,--,
27,Extra Ordinary Items,--,3662.53,--,exideindustries,--,--,
28,Net Profit/(Loss) For the Period,822.49,4357.78,803.74,exideindustries,762.67,847.35,
29,Minority Interest,-0.07,10.09,6.80,exideindustries,--,-1.80,
30,Share Of P/L Of Associates,0.28,-0.94,-0.64,exideindustries,-0.19,--,
31,Net P/L After M.I & Associates,822.70,4366.93,809.90,exideindustries,762.48,845.55,
32,Equity Share Capital,85.00,85.00,85.00,exideindustries,85.00,85.00,
33,Reserves Excluding Revaluation Reserves,11047.28,10498.74,7187.27,exideindustries,6382.32,6021.86,
34,Equity Dividend Rate (%),--,--,--,exideindustries,--,--,
35,EPS Before Extra Ordinary,,,,exideindustries,,,
36,Basic EPS,9.68,51.38,9.53,exideindustries,9.14,9.95,
37,Diluted EPS,9.68,51.38,9.53,exideindustries,9.14,9.95,
38,EPS After Extra Ordinary,,,,exideindustries,,,
39,Basic EPS.,9.68,51.38,9.53,exideindustries,9.14,9.95,
40,Diluted EPS.,9.68,51.38,9.53,exideindustries,9.14,9.95,
41,Public Share Holding,,,,exideindustries,,,
42,No Of Shares (Crores),--,--,--,exideindustries,--,--,
43,Share Holding (%),--,--,--,exideindustries,--,--,
44,Promoters and Promoter Group Shareholding,,,,exideindustries,,,
45,a) Pledged/Encumbered,,,,exideindustries,,,
46,- Number of shares (Crores),--,--,--,exideindustries,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,exideindustries,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,exideindustries,--,--,
49,b) Non-encumbered,,,,exideindustries,,,
50,- Number of shares (Crores).,--,--,--,exideindustries,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,exideindustries,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,exideindustries,--,--,
0,Yearly Results of Federal Bank (in Rs. Cr.),Mar '23,Mar '22,Mar '21,federalbank,Mar '20,Mar '19,
1,Interest Earned,,,,federalbank,,,
2,(a) Int. /Disc. on Adv/Bills,14507.88,11564.31,11353.14,federalbank,11045.18,9304.12,
3,(b) Income on Investment,2781.88,2316.49,2338.29,federalbank,2185.50,2039.36,
4,(c) Int. on balances With RBI,206.25,220.27,368.16,federalbank,139.96,73.47,
5,(d) Others,315.77,280.46,254.49,federalbank,219.75,218.49,
6,Other Income,2436.23,2075.55,1957.86,federalbank,1881.81,1335.22,
7,EXPENDITURE,,,,federalbank,,,
8,Interest Expended,9975.24,7959.38,8434.96,federalbank,8678.31,7316.33,
9,Employees Cost,2440.24,2511.66,2172.02,federalbank,1875.98,1425.66,
10,Other Expenses,2770.96,2080.49,1726.65,federalbank,1670.72,1410.92,
11,Depreciation,--,--,--,federalbank,--,--,
12,Operating Profit before Provisions and contingencies,5061.57,3905.55,3938.31,federalbank,3247.19,2817.75,
13,Provisions And Contingencies,798.63,1259.27,1729.75,federalbank,1187.22,857.65,
14,Exceptional Items,--,--,--,federalbank,--,--,
15,P/L Before Tax,4262.94,2646.28,2208.56,federalbank,2059.97,1960.10,
16,Tax,1087.18,680.88,561.36,federalbank,507.20,677.58,
17,P/L After Tax from Ordinary Activities,3175.76,1965.40,1647.20,federalbank,1552.77,1282.52,
18,Prior Year Adjustments,--,--,--,federalbank,--,--,
19,Extra Ordinary Items,--,--,--,federalbank,--,--,
20,Net Profit/(Loss) For the Period,3175.76,1965.40,1647.20,federalbank,1552.77,1282.52,
21,Minority Interest,-45.10,-26.64,-15.24,federalbank,-10.28,-1.80,
22,Share Of P/L Of Associates,34.06,31.03,32.37,federalbank,37.71,35.56,
23,Net P/L After M.I & Associates,3164.72,1969.79,1664.33,federalbank,1580.20,1316.28,
24,Equity Share Capital,423.24,420.51,399.23,federalbank,398.53,397.01,
25,Reserves Excluding Revaluation Reserves,21694.16,18830.00,16097.99,federalbank,14418.82,13096.24,
26,Equity Dividend Rate (%),--,--,--,federalbank,--,--,
27,ANALYTICAL RATIOS,,,,federalbank,,,
28,a) % of Share by Govt.,--,--,--,federalbank,--,--,
29,b) Capital Adequacy Ratio - Basel -I,--,--,--,federalbank,--,--,
30,c) Capital Adequacy Ratio - Basel -II,--,--,--,federalbank,--,--,
31,EPS Before Extra Ordinary,,,,federalbank,,,
32,Basic EPS,15.01,9.52,8.34,federalbank,7.94,6.65,
33,Diluted EPS,14.85,9.44,8.31,federalbank,7.88,6.60,
34,EPS After Extra Ordinary,,,,federalbank,,,
35,Basic EPS.,15.01,9.52,8.34,federalbank,7.94,6.65,
36,Diluted EPS.,14.85,9.44,8.31,federalbank,7.88,6.60,
37,NPA Ratios :,,,,federalbank,,,
38,i) Gross NPA,4343.52,4256.53,4646.39,federalbank,3580.15,--,
39,ii) Net NPA,1323.44,1479.77,1604.71,federalbank,1649.53,--,
40,i) % of Gross NPA,2.35,2.78,3.35,federalbank,2.82,--,
41,ii) % of Net NPA,0.73,0.98,1.18,federalbank,1.32,--,
42,Return on Assets %,0.36,0.91,0.86,federalbank,0.92,--,
43,Public Share Holding,,,,federalbank,,,
44,No Of Shares (Lakhs),--,--,--,federalbank,--,--,
45,Share Holding (%),--,--,--,federalbank,--,--,
46,Promoters and Promoter Group Shareholding,,,,federalbank,,,
47,a) Pledged/Encumbered,,,,federalbank,,,
48,- Number of shares (Lakhs),--,--,--,federalbank,--,--,
49,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,federalbank,--,--,
50,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,federalbank,--,--,
51,b) Non-encumbered,,,,federalbank,,,
52,- Number of shares (Lakhs).,--,--,--,federalbank,--,--,
53,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,federalbank,--,--,
54,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,federalbank,--,--,
0,Yearly Results of GAIL India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,gailindia,Mar '20,Mar '19,
1,Net Sales/Income from operations,145668.30,92769.83,57371.91,gailindia,72508.42,76189.89,
2,Other Operating Income,--,--,--,gailindia,--,--,
3,Total Income From Operations,145668.30,92769.83,57371.91,gailindia,72508.42,76189.89,
4,EXPENDITURE,,,,gailindia,,,
5,Consumption of Raw Materials,6860.15,11103.28,3905.88,gailindia,4411.97,5079.83,
6,Purchase of Traded Goods,123964.11,59266.68,39379.13,gailindia,52878.13,54807.98,
7,Increase/Decrease in Stocks,-1992.93,-262.78,440.20,gailindia,-427.99,-547.61,
8,Power & Fuel,--,--,--,gailindia,--,--,
9,Employees Cost,1902.39,1815.55,1645.89,gailindia,1633.74,1863.20,
10,Depreciation,2701.57,2420.17,2173.82,gailindia,2080.16,1666.64,
11,Excise Duty,--,--,--,gailindia,--,--,
12,Admin. And Selling Expenses,--,--,--,gailindia,--,--,
13,R & D Expenses,--,--,--,gailindia,--,--,
14,Provisions And Contingencies,--,--,--,gailindia,--,--,
15,Exp. Capitalised,--,--,--,gailindia,--,--,
16,Other Expenses,7446.58,5695.52,4757.05,gailindia,4987.56,5318.93,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",4786.43,12731.41,5069.94,gailindia,6944.85,8000.92,
18,Other Income,1328.47,1172.25,1120.20,gailindia,1546.43,1214.27,
19,"P/L Before Int., Excpt. Items & Tax",6114.90,13903.66,6190.14,gailindia,8491.28,9215.19,
20,Interest,366.58,202.48,179.27,gailindia,308.94,159.20,
21,P/L Before Exceptional Items & Tax,5748.32,13701.18,6010.87,gailindia,8182.34,9055.99,
22,Exceptional Items,--,--,--,gailindia,--,--,
23,P/L Before Tax,5748.32,13701.18,6010.87,gailindia,8182.34,9055.99,
24,Tax,1660.49,3159.89,1582.63,gailindia,914.30,3278.42,
25,P/L After Tax from Ordinary Activities,4087.83,10541.29,4428.24,gailindia,7268.04,5777.57,
26,Prior Year Adjustments,--,--,--,gailindia,--,--,
27,Extra Ordinary Items,--,--,--,gailindia,--,--,
28,Net Profit/(Loss) For the Period,4087.83,10541.29,4428.24,gailindia,7268.04,5777.57,
29,Minority Interest,20.11,-47.56,-6.47,gailindia,-92.59,-7.03,
30,Share Of P/L Of Associates,1508.06,1762.34,1714.58,gailindia,2246.60,775.20,
31,Net P/L After M.I & Associates,5616.00,12256.07,6136.35,gailindia,9422.05,6545.74,
32,Equity Share Capital,6575.10,4440.39,4440.39,gailindia,4510.14,2255.07,
33,Reserves Excluding Revaluation Reserves,58352.33,59673.89,48741.95,gailindia,44758.11,43749.03,
34,Equity Dividend Rate (%),--,--,--,gailindia,--,--,
35,EPS Before Extra Ordinary,,,,gailindia,,,
36,Basic EPS,8.52,27.60,13.61,gailindia,20.89,29.03,
37,Diluted EPS,8.52,27.60,13.61,gailindia,20.89,29.03,
38,EPS After Extra Ordinary,,,,gailindia,,,
39,Basic EPS.,8.52,27.60,13.61,gailindia,20.89,29.03,
40,Diluted EPS.,8.52,27.60,13.61,gailindia,20.89,29.03,
41,Public Share Holding,,,,gailindia,,,
42,No Of Shares (Crores),--,--,--,gailindia,--,--,
43,Share Holding (%),--,--,--,gailindia,--,--,
44,Promoters and Promoter Group Shareholding,,,,gailindia,,,
45,a) Pledged/Encumbered,,,,gailindia,,,
46,- Number of shares (Crores),--,--,--,gailindia,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,gailindia,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,gailindia,--,--,
49,b) Non-encumbered,,,,gailindia,,,
50,- Number of shares (Crores).,--,--,--,gailindia,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,gailindia,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,gailindia,--,--,
0,Yearly Results of GMR Airports Infrastructure (in Rs. Cr.),Mar '23,Mar '22,Mar '21,gmrairportsinfrastructure,Mar '20,Mar '19,
1,Net Sales/Income from operations,6693.40,3772.17,6229.38,gmrairportsinfrastructure,7515.24,7102.03,
2,Other Operating Income,--,828.55,--,gmrairportsinfrastructure,1040.30,462.85,
3,Total Income From Operations,6693.40,4600.72,6229.38,gmrairportsinfrastructure,8555.54,7564.88,
4,EXPENDITURE,,,,gmrairportsinfrastructure,,,
5,Consumption of Raw Materials,96.57,92.57,755.94,gmrairportsinfrastructure,434.85,348.16,
6,Purchase of Traded Goods,138.19,52.37,954.37,gmrairportsinfrastructure,830.45,606.08,
7,Increase/Decrease in Stocks,-47.45,4.61,16.55,gmrairportsinfrastructure,-15.63,1.82,
8,Power & Fuel,--,--,--,gmrairportsinfrastructure,--,--,
9,Employees Cost,969.38,755.12,754.64,gmrairportsinfrastructure,831.21,759.88,
10,Depreciation,1042.44,889.40,1004.54,gmrairportsinfrastructure,1064.25,983.96,
11,Excise Duty,--,--,--,gmrairportsinfrastructure,--,--,
12,Admin. And Selling Expenses,--,--,--,gmrairportsinfrastructure,--,--,
13,R & D Expenses,--,--,--,gmrairportsinfrastructure,--,--,
14,Provisions And Contingencies,--,--,--,gmrairportsinfrastructure,--,--,
15,Exp. Capitalised,--,--,--,gmrairportsinfrastructure,--,--,
16,Other Expenses,3812.92,1593.48,2669.17,gmrairportsinfrastructure,3845.50,4154.31,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",681.35,1213.17,74.17,gmrairportsinfrastructure,1564.91,710.67,
18,Other Income,595.59,358.44,634.08,gmrairportsinfrastructure,666.59,719.84,
19,"P/L Before Int., Excpt. Items & Tax",1276.94,1571.61,708.25,gmrairportsinfrastructure,2231.50,1430.51,
20,Interest,2343.11,2018.66,3172.17,gmrairportsinfrastructure,3545.67,2684.15,
21,P/L Before Exceptional Items & Tax,-1066.17,-447.05,-2463.92,gmrairportsinfrastructure,-1314.17,-1253.64,
22,Exceptional Items,254.34,-388.26,-880.57,gmrairportsinfrastructure,-680.91,-2212.30,
23,P/L Before Tax,-811.83,-835.31,-3344.49,gmrairportsinfrastructure,-1995.08,-3465.94,
24,Tax,114.07,-12.30,-262.43,gmrairportsinfrastructure,-84.92,-87.42,
25,P/L After Tax from Ordinary Activities,-925.90,-823.01,-3082.06,gmrairportsinfrastructure,-1910.16,-3378.52,
26,Prior Year Adjustments,--,--,--,gmrairportsinfrastructure,--,--,
27,Extra Ordinary Items,--,-379.08,-0.02,gmrairportsinfrastructure,-3.70,110.12,
28,Net Profit/(Loss) For the Period,-925.90,-1202.09,-3082.08,gmrairportsinfrastructure,-1913.86,-3268.40,
29,Minority Interest,660.67,108.10,--,gmrairportsinfrastructure,--,--,
30,Share Of P/L Of Associates,85.97,70.70,-345.69,gmrairportsinfrastructure,-288.33,-87.89,
31,Net P/L After M.I & Associates,-179.26,-1023.29,-3427.77,gmrairportsinfrastructure,-2202.19,-3356.29,
32,Equity Share Capital,603.59,603.59,603.59,gmrairportsinfrastructure,603.59,603.59,
33,Reserves Excluding Revaluation Reserves,-1396.37,-1421.41,-2321.72,gmrairportsinfrastructure,-3062.28,-1423.65,
34,Equity Dividend Rate (%),--,--,--,gmrairportsinfrastructure,--,--,
35,EPS Before Extra Ordinary,,,,gmrairportsinfrastructure,,,
36,Basic EPS,-0.30,-1.70,-4.63,gmrairportsinfrastructure,-4.03,-5.98,
37,Diluted EPS,-0.30,-1.70,-4.63,gmrairportsinfrastructure,-4.03,-5.98,
38,EPS After Extra Ordinary,,,,gmrairportsinfrastructure,,,
39,Basic EPS.,-0.30,-1.70,-4.63,gmrairportsinfrastructure,-4.03,-5.98,
40,Diluted EPS.,-0.30,-1.70,-4.63,gmrairportsinfrastructure,-4.03,-5.98,
41,Public Share Holding,,,,gmrairportsinfrastructure,,,
42,No Of Shares (Crores),--,--,--,gmrairportsinfrastructure,--,--,
43,Share Holding (%),--,--,--,gmrairportsinfrastructure,--,--,
44,Promoters and Promoter Group Shareholding,,,,gmrairportsinfrastructure,,,
45,a) Pledged/Encumbered,,,,gmrairportsinfrastructure,,,
46,- Number of shares (Crores),--,--,--,gmrairportsinfrastructure,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,gmrairportsinfrastructure,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,gmrairportsinfrastructure,--,--,
49,b) Non-encumbered,,,,gmrairportsinfrastructure,,,
50,- Number of shares (Crores).,--,--,--,gmrairportsinfrastructure,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,gmrairportsinfrastructure,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,gmrairportsinfrastructure,--,--,
0,Yearly Results of Glenmark Pharma (in Rs. Cr.),Mar '23,Mar '22,Mar '21,glenmarkpharma,Mar '20,Mar '19,
1,Net Sales/Income from operations,12725.43,12174.20,10806.03,glenmarkpharma,10640.97,9705.08,
2,Other Operating Income,264.68,130.71,137.90,glenmarkpharma,--,160.38,
3,Total Income From Operations,12990.11,12304.90,10943.93,glenmarkpharma,10640.97,9865.47,
4,EXPENDITURE,,,,glenmarkpharma,,,
5,Consumption of Raw Materials,3593.79,3278.76,3137.81,glenmarkpharma,2541.47,2444.71,
6,Purchase of Traded Goods,1268.26,1117.67,750.27,glenmarkpharma,1029.08,976.30,
7,Increase/Decrease in Stocks,-325.09,-11.14,-189.25,glenmarkpharma,128.08,-58.67,
8,Power & Fuel,--,--,--,glenmarkpharma,--,--,
9,Employees Cost,2780.96,2447.42,2343.71,glenmarkpharma,2254.78,2056.07,
10,Depreciation,611.27,486.72,443.55,glenmarkpharma,417.17,325.91,
11,Excise Duty,--,--,--,glenmarkpharma,--,--,
12,Admin. And Selling Expenses,--,--,--,glenmarkpharma,--,--,
13,R & D Expenses,--,--,--,glenmarkpharma,--,--,
14,Provisions And Contingencies,--,--,--,glenmarkpharma,--,--,
15,Exp. Capitalised,--,--,--,glenmarkpharma,--,--,
16,Other Expenses,3393.83,3151.90,2817.02,glenmarkpharma,2989.47,2861.26,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1667.10,1833.58,1640.83,glenmarkpharma,1280.92,1259.90,
18,Other Income,316.79,166.67,50.22,glenmarkpharma,159.60,208.14,
19,"P/L Before Int., Excpt. Items & Tax",1983.89,2000.26,1691.04,glenmarkpharma,1440.52,1468.03,
20,Interest,349.58,298.10,353.11,glenmarkpharma,377.32,334.59,
21,P/L Before Exceptional Items & Tax,1634.31,1702.16,1337.93,glenmarkpharma,1063.20,1133.45,
22,Exceptional Items,-765.85,-260.91,44.55,glenmarkpharma,32.88,167.18,
23,P/L Before Tax,868.45,1441.25,1382.48,glenmarkpharma,1096.08,1300.63,
24,Tax,491.05,447.60,412.39,glenmarkpharma,320.11,375.64,
25,P/L After Tax from Ordinary Activities,377.40,993.65,970.09,glenmarkpharma,775.97,924.99,
26,Prior Year Adjustments,--,--,--,glenmarkpharma,--,--,
27,Extra Ordinary Items,--,--,--,glenmarkpharma,--,--,
28,Net Profit/(Loss) For the Period,377.40,993.65,970.09,glenmarkpharma,775.97,924.99,
29,Minority Interest,-80.16,-51.94,--,glenmarkpharma,--,--,
30,Share Of P/L Of Associates,--,--,--,glenmarkpharma,--,--,
31,Net P/L After M.I & Associates,297.25,941.71,970.09,glenmarkpharma,775.97,924.99,
32,Equity Share Capital,28.22,28.22,28.22,glenmarkpharma,28.22,28.22,
33,Reserves Excluding Revaluation Reserves,9445.71,9058.43,7036.41,glenmarkpharma,6042.29,5576.97,
34,Equity Dividend Rate (%),--,--,--,glenmarkpharma,--,--,
35,EPS Before Extra Ordinary,,,,glenmarkpharma,,,
36,Basic EPS,10.53,33.37,34.38,glenmarkpharma,27.50,32.78,
37,Diluted EPS,10.53,33.37,34.38,glenmarkpharma,27.50,32.78,
38,EPS After Extra Ordinary,,,,glenmarkpharma,,,
39,Basic EPS.,10.53,33.37,34.38,glenmarkpharma,27.50,32.78,
40,Diluted EPS.,10.53,33.37,34.38,glenmarkpharma,27.50,32.78,
41,Public Share Holding,,,,glenmarkpharma,,,
42,No Of Shares (Crores),--,--,--,glenmarkpharma,--,--,
43,Share Holding (%),--,--,--,glenmarkpharma,--,--,
44,Promoters and Promoter Group Shareholding,,,,glenmarkpharma,,,
45,a) Pledged/Encumbered,,,,glenmarkpharma,,,
46,- Number of shares (Crores),--,--,--,glenmarkpharma,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,glenmarkpharma,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,glenmarkpharma,--,--,
49,b) Non-encumbered,,,,glenmarkpharma,,,
50,- Number of shares (Crores).,--,--,--,glenmarkpharma,--,--,
