,date,heading,text,SourceTag
10,"September 27, 2023 02:45 PM IST",Peak XV-backed Bright Money raises $62 million in equity-debt mix,"The startup plans to utilise the funding towards product building and hiring across teams like product development, technology, analytics, and support functions.",startup_news1
11,"September 27, 2023 02:07 PM IST","Casual gaming studio QuriousBit bags $2 million funding from Lumikai, General Catalyst","Founded by former PlaySimple executives, QuriousBit aims to build casual puzzle games in India for the global audiences",startup_news1
12,"September 27, 2023 11:39 AM IST",Byju’s lays out new social media policy for employees amid layoffs,The company-wide communication comes amid growing discontent voiced by both current and former staff on mistreatment of its workforce across media platforms.,startup_news1
13,"September 27, 2023 11:24 AM IST",How should start-up founders secure their rights while diluting control,"As funding from financial investors progressively increases, a founder will now become its senior employee, bound by a very strict and lengthy employment contract, and this employment contract can be terminated, leaving him potentially with no role in the management of his own company",startup_news1
14,"September 27, 2023 10:55 AM IST","Byju’s to rebrand WhiteHat Jr as Byju's Future School, fully merge operations with itself","A merger of WhiteHat Jr with self would thus help the company in reducing its overall burn, which will be critical considering its impending cash needs",startup_news1
15,"September 26, 2023 10:03 PM IST","Byju's unveils massive restructuring under new CEO, may let go of 4,000-5,000 employees",These job cuts come at a time when the embattled edtech unicorn is grappling with a tight liquidity situation.,startup_news1
16,"September 26, 2023 08:31 PM IST",Your bike won't move an inch unless you wear this helmet,Patna-based startup Takeward Innovation brings in a range of smart helmets to prevent accidents and theft of bikes,startup_news1
17,"September 26, 2023 05:28 PM IST","Zerodha's FY23 profit and revenue up nearly 39% to Rs 2,907 cr and Rs 6,875 cr","The largest retail broking firm in the country has an active client base of around 64 lakh as of August this year. However, the figures have stagnated over the last 18 months and there is an apprehension that its topline and profit could be flat in FY24",startup_news1
18,"September 26, 2023 08:28 PM IST","SaaS-accelerator Upekkha shifts gears to AI-focussed fund, launches new AI startup cohort","Upekkha’s new cohort will have 40 startups which will receive an investment of $125,000 each. The platform will adopt a Y Combinator approach to equity and deployments",startup_news1
19,"September 26, 2023 10:31 AM IST",Venture debt firm Trifecta Capital marks final close of Fund III at $213 m,"The new fund saw participation from both existing and new investors including some large global financial institutions, domestic conglomerates, banks, insurance companies, development financial institutions, public sector entities, and family offices",startup_news1
20,"September 25, 2023 04:10 PM IST",Dunzo close to securing $25-$30 million in capital to steady ship,"While the valuation is still undecided, key investors like Lightrock and Lightbox are participating in the round.",startup_news1
21,"September 25, 2023 12:14 PM IST",Matrix Partners India elevates Pranay Desai as Managing Director,"Desai joined Matrix in the year 2021 and was leading B2B SaaS investments. He was working closely with portfolio companies like Moengage, Rocketlane, Superops, 100ms, Murf and Toddle.",startup_news1
22,"September 25, 2023 11:18 AM IST","Study-abroad platforms advise students to skip Canada, explore UK, US options",Students who are mid-way through the application process are the worst affected by the uncertainty. Companies that offer study abroad consultancy focussed on Canada will also see the largest impact if the row escalates further.,startup_news1
23,"September 25, 2023 09:07 AM IST",Playbook for handling Angel Tax and Section 68 tax notices,"With Angel Tax and Section 68 tax notices becoming a headache for startups and investors, here are extracts of a playbook that attempts to give a better understanding of the issue",startup_news1
24,"September 23, 2023 12:39 PM IST","PhonePe to open its app store to developers to counter Google, Apple clout",The Indus Appstore will allow developers to list their apps in 12 Indian languages apart from English and charge a zero percent fee on in-app purchases,startup_news1
0,"September 22, 2023 08:53 PM IST","EV maker Ather’s FY23 operating revenue jumps 337% to Rs 1,784 crore, losses up 150%","Ather Energy’s losses are on the back of a 260% jump in its total expenses during FY23 which came around Rs 2,611 crores",startup_news2
1,"September 22, 2023 11:31 AM IST","Govt is planning GPU cluster to boost Indian AI startups, says Rajeev Chandrasekhar","Speaking in Delhi a day before the groundbreaking of a semiconductor packaging and assembling plant by Micron in Gujarat's Sanand, Chandrasekhar said the project will serve as a signal to other chip companies and investors to take India more seriously in the global electronics value chain.",startup_news2
2,"September 22, 2023 07:58 AM IST","Who is Aparna Iyer? Here’s all you need to know about the gold medalist, now Wipro CFO","Aparna Iyer, the incoming Wipro CFO, takes over the reins from September 22.",startup_news2
3,"September 21, 2023 08:41 AM IST",Start-up Street: How start-ups can navigate through sudden regulatory changes,A survey shows that 49 per cent of start-ups believe that abrupt regulatory changes create a negative impact on Indian start-ups,startup_news2
4,"September 20, 2023 05:09 PM IST","Eloelo raises $22 million in funding led by Courtside Ventures, Griffin Gaming Partners","Eloelo plans to use the funds raised to partner with more creators, develop new AR & AI tools, and bolster its monetisation initiatives",startup_news2
5,"September 20, 2023 04:31 PM IST","Byju's elevates Arjun Mohan as India CEO, Mrinal Mohit quits","Mohit is leaving the company for personal aspirations, the company said in a statement on September 20. Mohit has been leading Byju's' India operations since May last year",startup_news2
6,"September 20, 2023 02:15 PM IST","Kuku FM bags $25 million funding led by Nandan Nilekani's Fundamentum Partnership, IFC","Kuku FM plans to use the funds raised to further strengthen its content ecosystem and increase the depth of content across Indian languages, it states",startup_news2
7,"September 20, 2023 12:33 PM IST","Utsav Somani's Offline, a club for elite tech founders, raises $2 million in seed round","Founders with $5 million in revenue, or $5 million in funding raised or $10 million in a previous exit can apply to be a part of the ‘Cred for elite tech entrepreneurs’, says Club founder Utsav Somani",startup_news2
8,"September 18, 2023 03:41 PM IST","Orios Venture Partners Managing Partners Anup Jain, Rajeev Suri quit","Jain, who joined Orios Venture Partners in 2017, was an angel investor prior to that. Suri, an IIM Bangalore graduate, was leading investments, fundraising, and investor relations at Orios",startup_news2
