,0,1,2,3,Stock,4,5,6
4,Equity Share Capital,83.37,83.35,83.35,drlalpathlabs,83.35,83.34,
5,Total Share Capital,83.37,83.48,83.46,drlalpathlabs,83.35,83.34,
6,Reserves and Surplus,1524.67,1366.45,1121.91,drlalpathlabs,916.70,862.15,
7,Total Reserves and Surplus,1524.67,1366.45,1121.91,drlalpathlabs,916.70,862.15,
8,Total Shareholders Funds,1666.30,1508.21,1245.18,drlalpathlabs,1032.95,945.50,
9,Minority Interest,33.25,35.46,30.96,drlalpathlabs,21.20,5.48,
10,NON-CURRENT LIABILITIES,,,,drlalpathlabs,,,
11,Long Term Borrowings,83.33,166.67,0.00,drlalpathlabs,0.00,0.00,
12,Deferred Tax Liabilities [Net],2.94,4.04,0.76,drlalpathlabs,0.00,0.00,
13,Other Long Term Liabilities,129.99,138.86,110.16,drlalpathlabs,93.00,1.22,
14,Long Term Provisions,0.00,0.00,0.00,drlalpathlabs,0.00,0.00,
15,Total Non-Current Liabilities,216.26,309.57,110.91,drlalpathlabs,93.00,1.22,
16,CURRENT LIABILITIES,,,,drlalpathlabs,,,
17,Short Term Borrowings,153.34,178.85,0.00,drlalpathlabs,0.00,0.00,
18,Trade Payables,156.10,147.38,144.13,drlalpathlabs,117.70,79.80,
19,Other Current Liabilities,131.18,146.70,112.94,drlalpathlabs,94.16,45.12,
20,Short Term Provisions,29.14,27.05,17.22,drlalpathlabs,15.40,13.38,
21,Total Current Liabilities,469.75,499.99,274.29,drlalpathlabs,227.26,138.30,
22,Total Capital And Liabilities,2385.56,2353.22,1661.33,drlalpathlabs,1374.40,1090.50,
23,ASSETS,,,,drlalpathlabs,,,
24,NON-CURRENT ASSETS,,,,drlalpathlabs,,,
25,Tangible Assets,401.00,415.37,305.87,drlalpathlabs,291.70,160.12,
26,Intangible Assets,356.22,410.00,56.03,drlalpathlabs,44.10,20.57,
27,Capital Work-In-Progress,2.97,14.45,6.13,drlalpathlabs,10.40,3.44,
28,Fixed Assets,762.16,840.38,371.51,drlalpathlabs,347.20,184.13,
29,Non-Current Investments,0.00,0.00,0.00,drlalpathlabs,0.00,0.00,
30,Deferred Tax Assets [Net],40.42,37.04,28.02,drlalpathlabs,22.90,21.46,
31,Long Term Loans And Advances,0.06,0.11,0.07,drlalpathlabs,0.10,0.01,
32,Other Non-Current Assets,62.00,50.64,31.19,drlalpathlabs,34.30,43.30,
33,Total Non-Current Assets,1412.48,1478.07,516.16,drlalpathlabs,481.70,276.87,
34,CURRENT ASSETS,,,,drlalpathlabs,,,
35,Current Investments,149.94,65.46,59.30,drlalpathlabs,164.30,184.78,
36,Inventories,33.81,52.54,42.56,drlalpathlabs,57.00,28.54,
37,Trade Receivables,70.82,85.40,66.70,drlalpathlabs,51.40,53.22,
38,Cash And Cash Equivalents,665.41,617.59,926.03,drlalpathlabs,569.10,490.24,
39,Short Term Loans And Advances,1.36,1.07,0.93,drlalpathlabs,0.90,0.94,
40,OtherCurrentAssets,51.74,53.10,49.65,drlalpathlabs,50.00,55.92,
41,Total Current Assets,973.09,875.15,1145.17,drlalpathlabs,892.70,813.63,
42,Total Assets,2385.56,2353.22,1661.33,drlalpathlabs,1374.40,1090.50,
43,OTHER ADDITIONAL INFORMATION,,,,drlalpathlabs,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,drlalpathlabs,,,
45,Contingent Liabilities,18.28,25.99,20.10,drlalpathlabs,19.80,9.30,
46,BONUS DETAILS,,,,drlalpathlabs,,,
47,Bonus Equity Share Capital,50.32,50.32,50.32,drlalpathlabs,50.32,50.32,
48,NON-CURRENT INVESTMENTS,,,,drlalpathlabs,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,drlalpathlabs,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,drlalpathlabs,0.00,0.00,
51,CURRENT INVESTMENTS,,,,drlalpathlabs,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,drlalpathlabs,0.00,0.00,
53,Current Investments Unquoted Book Value,149.94,65.46,59.30,drlalpathlabs,164.30,184.78,
0,Balance Sheet of Dr Reddys Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,drreddyslaboratories,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,drreddyslaboratories,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,drreddyslaboratories,,,
3,SHAREHOLDER'S FUNDS,,,,drreddyslaboratories,,,
4,Equity Share Capital,83.30,83.20,83.20,drreddyslaboratories,83.10,83.00,
5,Total Share Capital,83.30,83.20,83.20,drreddyslaboratories,83.10,83.00,
6,Reserves and Surplus,23202.80,19129.20,17558.50,drreddyslaboratories,15515.70,13940.60,
7,Total Reserves and Surplus,23202.80,19129.20,17558.50,drreddyslaboratories,15515.70,13940.60,
8,Total Shareholders Funds,23286.10,19212.40,17641.70,drreddyslaboratories,15598.80,14023.60,
9,Minority Interest,0.00,0.00,0.00,drreddyslaboratories,0.00,0.00,
10,NON-CURRENT LIABILITIES,,,,drreddyslaboratories,,,
11,Long Term Borrowings,0.00,380.00,380.00,drreddyslaboratories,130.40,2200.00,
12,Deferred Tax Liabilities [Net],76.00,1.40,28.90,drreddyslaboratories,2.00,47.30,
13,Other Long Term Liabilities,331.00,361.50,411.60,drreddyslaboratories,205.50,218.10,
14,Long Term Provisions,19.90,25.80,50.80,drreddyslaboratories,74.50,79.30,
15,Total Non-Current Liabilities,426.90,768.70,871.30,drreddyslaboratories,412.40,2544.70,
16,CURRENT LIABILITIES,,,,drreddyslaboratories,,,
17,Short Term Borrowings,1119.00,2708.20,2314.50,drreddyslaboratories,1653.20,1212.50,
18,Trade Payables,2268.40,2266.20,1810.90,drreddyslaboratories,1524.80,1367.10,
19,Other Current Liabilities,4532.20,4204.80,3476.90,drreddyslaboratories,3569.20,2838.80,
20,Short Term Provisions,652.50,586.60,501.50,drreddyslaboratories,466.90,478.90,
21,Total Current Liabilities,8572.10,9765.80,8103.80,drreddyslaboratories,7214.10,5897.30,
22,Total Capital And Liabilities,32285.10,29746.90,26616.80,drreddyslaboratories,23225.30,22465.60,
23,ASSETS,,,,drreddyslaboratories,,,
24,NON-CURRENT ASSETS,,,,drreddyslaboratories,,,
25,Tangible Assets,5654.20,4886.90,4732.20,drreddyslaboratories,4777.90,4912.70,
26,Intangible Assets,3017.50,2687.30,2913.60,drreddyslaboratories,1581.10,1812.40,
27,Capital Work-In-Progress,975.20,1279.60,953.90,drreddyslaboratories,436.40,472.50,
28,Fixed Assets,9701.80,8867.60,9210.90,drreddyslaboratories,7894.10,9658.60,
29,Non-Current Investments,536.20,598.60,833.30,drreddyslaboratories,309.10,334.20,
30,Deferred Tax Assets [Net],705.20,1277.00,1068.60,drreddyslaboratories,1219.90,431.70,
31,Long Term Loans And Advances,0.00,0.00,0.00,drreddyslaboratories,0.00,0.00,
32,Other Non-Current Assets,369.00,674.10,393.80,drreddyslaboratories,711.80,465.10,
33,Total Non-Current Assets,11859.60,11964.60,12066.50,drreddyslaboratories,10626.20,11355.50,
34,CURRENT ASSETS,,,,drreddyslaboratories,,,
35,Current Investments,4449.60,2017.30,1378.50,drreddyslaboratories,2368.70,2252.90,
36,Inventories,4867.00,5088.40,4541.20,drreddyslaboratories,3506.70,3357.90,
37,Trade Receivables,7248.50,6676.40,4964.10,drreddyslaboratories,5027.80,3986.90,
38,Cash And Cash Equivalents,1730.20,2419.20,2078.80,drreddyslaboratories,205.30,222.80,
39,Short Term Loans And Advances,0.00,0.00,0.00,drreddyslaboratories,0.00,0.00,
40,OtherCurrentAssets,2130.20,1581.00,1587.70,drreddyslaboratories,1490.60,1289.60,
41,Total Current Assets,20425.50,17782.30,14550.30,drreddyslaboratories,12599.10,11110.10,
42,Total Assets,32285.10,29746.90,26616.80,drreddyslaboratories,23225.30,22465.60,
43,OTHER ADDITIONAL INFORMATION,,,,drreddyslaboratories,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,drreddyslaboratories,,,
45,Contingent Liabilities,929.80,936.80,1077.40,drreddyslaboratories,1040.60,577.90,
46,BONUS DETAILS,,,,drreddyslaboratories,,,
47,Bonus Equity Share Capital,55.87,55.87,55.87,drreddyslaboratories,55.87,55.87,
48,NON-CURRENT INVESTMENTS,,,,drreddyslaboratories,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,drreddyslaboratories,30.30,79.10,
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,drreddyslaboratories,2371.20,2255.10,
51,CURRENT INVESTMENTS,,,,drreddyslaboratories,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,drreddyslaboratories,0.00,0.00,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,drreddyslaboratories,0.00,0.00,
0,Balance Sheet of Eicher Motors (in Rs. Cr.),Mar 23,Mar 22,Mar 21,eichermotors,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,eichermotors,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,eichermotors,,,
3,SHAREHOLDER'S FUNDS,,,,eichermotors,,,
4,Equity Share Capital,27.35,27.34,27.33,eichermotors,27.30,27.28,
5,Total Share Capital,27.35,27.34,27.33,eichermotors,27.30,27.28,
6,Reserves and Surplus,14962.93,12580.66,11410.75,eichermotors,9953.63,8891.44,
7,Total Reserves and Surplus,14962.93,12580.66,11410.75,eichermotors,9953.63,8891.44,
8,Total Shareholders Funds,14990.28,12608.00,11438.08,eichermotors,9980.93,8918.72,
9,Minority Interest,0.00,0.00,0.00,eichermotors,0.00,0.00,
10,NON-CURRENT LIABILITIES,,,,eichermotors,,,
11,Long Term Borrowings,62.96,0.00,0.00,eichermotors,0.00,0.00,
12,Deferred Tax Liabilities [Net],291.31,220.06,221.50,eichermotors,252.15,273.89,
13,Other Long Term Liabilities,516.05,350.44,247.66,eichermotors,170.87,73.26,
14,Long Term Provisions,102.46,39.13,22.56,eichermotors,21.20,23.00,
15,Total Non-Current Liabilities,972.78,609.63,491.72,eichermotors,444.22,370.15,
16,CURRENT LIABILITIES,,,,eichermotors,,,
17,Short Term Borrowings,132.74,58.84,157.41,eichermotors,144.43,186.76,
18,Trade Payables,1810.44,1788.08,1718.13,eichermotors,1027.65,1234.05,
19,Other Current Liabilities,1135.92,985.79,663.08,eichermotors,776.28,619.50,
20,Short Term Provisions,155.48,150.65,90.19,eichermotors,76.21,57.65,
21,Total Current Liabilities,3234.58,2983.36,2628.81,eichermotors,2024.57,2097.96,
22,Total Capital And Liabilities,19197.64,16200.99,14558.61,eichermotors,12449.72,11386.83,
23,ASSETS,,,,eichermotors,,,
24,NON-CURRENT ASSETS,,,,eichermotors,,,
25,Tangible Assets,2225.78,2094.44,2092.13,eichermotors,2192.69,1695.58,
26,Intangible Assets,464.21,329.84,341.17,eichermotors,184.83,179.00,
27,Capital Work-In-Progress,77.75,133.98,63.91,eichermotors,26.75,272.14,
28,Fixed Assets,3162.06,2929.06,2747.59,eichermotors,2689.69,2324.32,
29,Non-Current Investments,12100.77,7295.89,2826.06,eichermotors,3236.27,4453.71,
30,Deferred Tax Assets [Net],0.00,0.00,0.00,eichermotors,0.00,0.00,
31,Long Term Loans And Advances,0.00,0.00,0.00,eichermotors,0.00,0.00,
32,Other Non-Current Assets,251.58,356.70,176.48,eichermotors,149.17,193.49,
33,Total Non-Current Assets,15514.41,10581.65,5750.13,eichermotors,6075.13,6971.52,
34,CURRENT ASSETS,,,,eichermotors,,,
35,Current Investments,219.89,424.69,1076.08,eichermotors,2512.50,468.81,
36,Inventories,1278.44,1132.40,874.60,eichermotors,572.35,633.38,
37,Trade Receivables,368.92,978.83,158.16,eichermotors,86.76,84.29,
38,Cash And Cash Equivalents,857.12,2722.47,5830.36,eichermotors,2950.59,2965.29,
39,Short Term Loans And Advances,588.94,0.00,459.16,eichermotors,0.12,1.29,
40,OtherCurrentAssets,369.92,360.95,410.12,eichermotors,252.27,262.25,
41,Total Current Assets,3683.23,5619.34,8808.48,eichermotors,6374.59,4415.31,
42,Total Assets,19197.64,16200.99,14558.61,eichermotors,12449.72,11386.83,
43,OTHER ADDITIONAL INFORMATION,,,,eichermotors,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,eichermotors,,,
45,Contingent Liabilities,701.93,597.01,724.89,eichermotors,340.58,413.66,
46,BONUS DETAILS,,,,eichermotors,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,eichermotors,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,eichermotors,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,eichermotors,0.00,2511.63,
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,eichermotors,0.00,0.09,
51,CURRENT INVESTMENTS,,,,eichermotors,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,eichermotors,0.00,468.81,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,eichermotors,0.00,0.00,
0,Balance Sheet of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,escortskubota,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,escortskubota,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,escortskubota,,,
3,SHAREHOLDER'S FUNDS,,,,escortskubota,,,
4,Equity Share Capital,131.94,131.94,134.83,escortskubota,122.58,122.58,
5,Total Share Capital,131.94,131.94,134.83,escortskubota,122.58,122.58,
6,Reserves and Surplus,8042.47,7467.96,4891.30,escortskubota,2987.72,2550.91,
7,Total Reserves and Surplus,8042.47,7467.96,4891.30,escortskubota,2987.72,2550.91,
8,Total Shareholders Funds,8186.71,7599.90,5026.13,escortskubota,3117.40,2673.49,
9,Minority Interest,-3.88,-3.75,-0.91,escortskubota,5.10,5.64,
10,NON-CURRENT LIABILITIES,,,,escortskubota,,,
11,Long Term Borrowings,0.00,0.00,1.72,escortskubota,2.69,3.53,
12,Deferred Tax Liabilities [Net],64.64,37.27,23.30,escortskubota,30.71,52.87,
13,Other Long Term Liabilities,79.77,76.59,83.73,escortskubota,53.53,28.26,
14,Long Term Provisions,42.09,42.27,49.11,escortskubota,30.51,25.72,
15,Total Non-Current Liabilities,186.50,156.13,157.86,escortskubota,117.44,110.38,
16,CURRENT LIABILITIES,,,,escortskubota,,,
17,Short Term Borrowings,0.00,0.00,0.00,escortskubota,16.51,269.23,
18,Trade Payables,1260.78,893.75,1195.42,escortskubota,1292.92,1248.74,
19,Other Current Liabilities,350.60,363.75,397.99,escortskubota,340.28,280.67,
20,Short Term Provisions,104.52,97.96,101.68,escortskubota,125.75,120.04,
21,Total Current Liabilities,1715.90,1355.46,1695.09,escortskubota,1775.46,1918.68,
22,Total Capital And Liabilities,10085.23,9107.74,6878.17,escortskubota,5015.40,4708.19,
23,ASSETS,,,,escortskubota,,,
24,NON-CURRENT ASSETS,,,,escortskubota,,,
25,Tangible Assets,1862.08,1817.24,1767.40,escortskubota,1669.63,1616.20,
26,Intangible Assets,29.07,23.81,28.83,escortskubota,32.78,31.03,
27,Capital Work-In-Progress,69.39,56.34,41.20,escortskubota,104.42,56.55,
28,Fixed Assets,2004.83,1928.85,1860.92,escortskubota,1827.07,1727.19,
29,Non-Current Investments,2971.76,248.34,272.95,escortskubota,146.45,87.12,
30,Deferred Tax Assets [Net],0.41,0.00,0.00,escortskubota,1.44,1.22,
31,Long Term Loans And Advances,0.00,0.00,7.06,escortskubota,13.64,9.01,
32,Other Non-Current Assets,204.82,114.32,103.09,escortskubota,115.87,113.69,
33,Total Non-Current Assets,5181.82,2291.51,2244.02,escortskubota,2104.47,1938.23,
34,CURRENT ASSETS,,,,escortskubota,,,
35,Current Investments,1794.93,4587.50,1665.07,escortskubota,650.91,403.67,
36,Inventories,1217.68,846.56,718.16,escortskubota,883.36,857.42,
37,Trade Receivables,1179.65,792.62,657.58,escortskubota,731.86,931.05,
38,Cash And Cash Equivalents,471.90,271.84,1321.76,escortskubota,324.88,243.30,
39,Short Term Loans And Advances,0.00,0.00,10.53,escortskubota,17.10,5.63,
40,OtherCurrentAssets,239.25,317.71,261.05,escortskubota,302.82,328.89,
41,Total Current Assets,4903.41,6816.23,4634.15,escortskubota,2910.93,2769.96,
42,Total Assets,10085.23,9107.74,6878.17,escortskubota,5015.40,4708.19,
43,OTHER ADDITIONAL INFORMATION,,,,escortskubota,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,escortskubota,,,
45,Contingent Liabilities,828.79,863.52,913.29,escortskubota,882.48,862.96,
46,BONUS DETAILS,,,,escortskubota,,,
47,Bonus Equity Share Capital,19.43,19.43,19.43,escortskubota,19.43,19.43,
48,NON-CURRENT INVESTMENTS,,,,escortskubota,,,
49,Non-Current Investments Quoted Market Value,2716.42,0.94,11.47,escortskubota,0.35,0.59,
50,Non-Current Investments Unquoted Book Value,0.02,0.02,1.67,escortskubota,1.52,1.38,
51,CURRENT INVESTMENTS,,,,escortskubota,,,
52,Current Investments Quoted Market Value,1794.93,4584.54,1665.07,escortskubota,650.91,403.66,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,escortskubota,0.00,0.01,
0,Balance Sheet of Exide Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,exideindustries,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,exideindustries,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,exideindustries,,,
3,SHAREHOLDER'S FUNDS,,,,exideindustries,,,
4,Equity Share Capital,85.00,85.00,85.00,exideindustries,85.00,85.00,
5,Total Share Capital,85.00,85.00,85.00,exideindustries,85.00,85.00,
6,Reserves and Surplus,11047.28,10498.74,7187.27,exideindustries,6382.32,6021.86,
7,Total Reserves and Surplus,11047.28,10498.74,7187.27,exideindustries,6382.32,6021.86,
8,Total Shareholders Funds,11132.28,10583.74,7272.27,exideindustries,6467.32,6106.86,
9,Minority Interest,9.02,40.21,46.22,exideindustries,46.94,33.00,
10,NON-CURRENT LIABILITIES,,,,exideindustries,,,
11,Long Term Borrowings,141.29,82.36,85.58,exideindustries,8.85,9.75,
12,Deferred Tax Liabilities [Net],7.73,8.20,83.10,exideindustries,107.82,182.39,
13,Other Long Term Liabilities,387.77,316.66,16331.17,exideindustries,14412.57,12678.84,
14,Long Term Provisions,65.20,61.60,63.96,exideindustries,72.54,54.98,
15,Total Non-Current Liabilities,601.99,468.82,16563.81,exideindustries,14601.78,12925.96,
16,CURRENT LIABILITIES,,,,exideindustries,,,
17,Short Term Borrowings,138.09,126.87,46.67,exideindustries,58.53,75.11,
18,Trade Payables,1855.61,1846.33,2373.67,exideindustries,1605.57,1576.86,
19,Other Current Liabilities,742.48,576.00,2103.87,exideindustries,1280.68,1446.40,
20,Short Term Provisions,288.21,268.64,280.60,exideindustries,306.77,276.76,
21,Total Current Liabilities,3024.39,2817.84,4804.81,exideindustries,3251.55,3375.13,
22,Total Capital And Liabilities,14767.68,13910.61,28687.11,exideindustries,24367.59,22440.95,
23,ASSETS,,,,exideindustries,,,
24,NON-CURRENT ASSETS,,,,exideindustries,,,
25,Tangible Assets,3582.06,3240.18,2970.19,exideindustries,2620.00,2456.38,
26,Intangible Assets,56.94,74.28,46.66,exideindustries,46.60,41.52,
27,Capital Work-In-Progress,335.38,322.42,379.47,exideindustries,360.72,264.99,
28,Fixed Assets,4164.05,3655.40,3719.00,exideindustries,3210.43,2880.36,
29,Non-Current Investments,4502.66,4846.90,17803.04,exideindustries,14820.50,13221.56,
30,Deferred Tax Assets [Net],115.98,65.38,9.94,exideindustries,16.10,10.01,
31,Long Term Loans And Advances,0.07,0.09,51.17,exideindustries,38.08,39.74,
32,Other Non-Current Assets,248.11,174.82,266.13,exideindustries,290.63,246.91,
33,Total Non-Current Assets,9076.69,8789.36,22431.18,exideindustries,18957.64,16980.48,
34,CURRENT ASSETS,,,,exideindustries,,,
35,Current Investments,603.25,711.54,1536.62,exideindustries,995.00,1106.43,
36,Inventories,3436.40,2855.29,2636.86,exideindustries,2414.56,2065.31,
37,Trade Receivables,1229.55,1097.85,1076.20,exideindustries,1060.83,1245.03,
38,Cash And Cash Equivalents,140.31,198.99,353.57,exideindustries,341.60,349.89,
39,Short Term Loans And Advances,0.26,0.28,20.76,exideindustries,22.87,18.21,
40,OtherCurrentAssets,281.22,257.30,631.92,exideindustries,575.09,675.60,
41,Total Current Assets,5690.99,5121.25,6255.93,exideindustries,5409.95,5460.47,
42,Total Assets,14767.68,13910.61,28687.11,exideindustries,24367.59,22440.95,
43,OTHER ADDITIONAL INFORMATION,,,,exideindustries,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,exideindustries,,,
45,Contingent Liabilities,812.21,665.59,1239.76,exideindustries,1086.87,1387.29,
46,BONUS DETAILS,,,,exideindustries,,,
47,Bonus Equity Share Capital,54.15,54.15,54.15,exideindustries,54.15,54.15,
48,NON-CURRENT INVESTMENTS,,,,exideindustries,,,
49,Non-Current Investments Quoted Market Value,4351.25,4693.00,18018.54,exideindustries,15076.51,12992.43,
50,Non-Current Investments Unquoted Book Value,126.57,129.34,618.15,exideindustries,528.62,444.12,
51,CURRENT INVESTMENTS,,,,exideindustries,,,
52,Current Investments Quoted Market Value,0.00,0.00,581.24,exideindustries,888.39,829.19,
53,Current Investments Unquoted Book Value,603.25,711.54,934.42,exideindustries,30.64,0.00,
0,Balance Sheet of Federal Bank (in Rs. Cr.),Mar 23,Mar 22,Mar 21,federalbank,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,federalbank,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,federalbank,,,
3,SHAREHOLDER'S FUNDS,,,,federalbank,,,
4,Equity Share Capital,423.24,420.51,399.23,federalbank,398.53,397.01,
5,Total Share Capital,423.24,420.51,399.23,federalbank,398.53,397.01,
6,Revaluation Reserve,5.01,5.01,5.01,federalbank,5.01,5.01,
7,Reserves and Surplus,423.24,420.51,399.23,federalbank,398.53,397.01,
8,Total Reserves and Surplus,21699.17,18835.01,16103.00,federalbank,14423.83,13101.24,
9,Total ShareHolders Funds,21694.16,18830.00,16097.99,federalbank,14418.82,13096.24,
10,Minority Interest,351.97,305.33,216.73,federalbank,180.96,80.46,
11,Deposits,212988.50,181677.52,172186.10,federalbank,152251.91,134878.93,
12,Borrowings,25861.98,19587.39,12270.60,federalbank,12527.72,8706.29,
13,Other Liabilities and Provisions,6679.20,5415.29,3790.86,federalbank,3570.38,3388.53,
14,Total Capital and Liabilities,268004.06,226241.04,204966.53,federalbank,183353.33,160552.47,
15,ASSETS,,,,federalbank,,,
16,Cash and Balances with Reserve Bank of India,12604.24,10016.11,7654.51,federalbank,6182.54,6422.67,
17,Balances with Banks Money at Call and Short Notice,5199.69,11119.99,12161.22,federalbank,6574.77,3630.80,
18,Investments,48702.24,39065.19,36731.67,federalbank,35715.39,31675.70,
19,Advances,181956.75,149951.46,135514.41,federalbank,124849.50,111535.92,
20,Fixed Assets,971.71,672.10,517.49,federalbank,504.81,479.93,
21,Other Assets,18569.43,15416.18,12387.22,federalbank,9526.31,6807.45,
22,Total Assets,268004.06,226241.04,204966.53,federalbank,183353.33,160552.47,
23,"CONTINGENT LIABILITIES, COMMITMENTS",,,,federalbank,,,
24,Bills for Collection,5669.45,5013.28,3977.22,federalbank,3767.65,3542.81,
25,Contingent Liabilities,76605.97,38931.50,36427.01,federalbank,34463.82,29348.07,
0,Balance Sheet of GAIL India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,gailindia,Mar 20,Mar 19,
